Autor,Título,Área do Conhecimento,Tipo Documento,Unidade,Ano,Link
"Cunha, Lucas Marsili da",Formas de coibir o abuso do poder de controle nas sociedades anônimas,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-15102020-195821/?&lang=pt-br
"Cunha, Marco Aurélio Gonzaga da",Teoria ultra vires societatis no direito brasileiro,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-16102020-163241/?&lang=pt-br
"Cury, Maria Fernanda Calado de Aguiar Ribeiro",Onerosidade excessiva em acordo de acionistas,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11022015-104811/?&lang=pt-br
"Dearo, Ana Carolina Devito",O inadiplemento recíproco no contrato de distribuição: caracterização e consequê...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-12122014-092126/?&lang=pt-br
"Deccache, Antonio Carlos Fernandes",Dos efeitos da falência sobre a arbitragem,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-25032021-192031/?&lang=pt-br
"Deorio, Karina Ferraz",Impactos no poder de controle nas situações de insolvência empresarial,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-04052021-213224/?&lang=pt-br
"Dias, Camilla Parente",Acordos pay-for-delay no mercado farmacêutico: uma análise à luz do Direito Antitruste...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-04052021-144159/?&lang=pt-br
"Dias, Gustavo Neto de Carvalho",As caixas de liquidação no âmbito do sistema de pagamentos brasileiro,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-26042012-140310/?&lang=pt-br
"Dias, Leonardo Adriano Ribeiro",Financiamento das empresas em crise,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-27082013-114525/?&lang=pt-br
"Dias, Loren Cristine Ribeiro",Pequenas e médias empresas no mercado de valores mobiliários brasileiro: abordagem...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-09052021-232027/?&lang=pt-br
"Dias, Luciana Pires",Transparência como estratégia regulatória no mercado de valores imobiliários: um...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-22082017-142602/?&lang=pt-br
"Dotto, Bruno di",Negócios da companhia com ações de sua emissão,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-16032015-112719/?&lang=pt-br
"Drago, Bruno de Luca",Responsabilidade especial dos agentes econômicos dominantes,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-15082016-165705/?&lang=pt-br
"Drews, Rafael Induzzi",Redes contratuais com função de distribuição,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-19112020-000421/?&lang=pt-br
"Duarte, Anelise Paschoal Garcia",Propostas para o tratamento estruturalorganizativo da corrupção empresarial: o papel...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-03072020-145748/?&lang=pt-br
"Dufloth, Rodrigo Vinícius",A proteção jurídica do investidor em fundos de investimento,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-27112020-170433/?&lang=pt-br
"Dutra, Marcos Galileu Lorena",As novas estruturas organizacionais das bolsas,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-23052011-115826/?&lang=pt-br
"Facchim, Tatiana",A sociedade unipessoal como forma organizativa da micro e pequena empresa,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-05012011-163718/?&lang=pt-br
"Facklmann, Juliana",Operações de instituições financeiras : análise de aspectos econômicos e jurídicos...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-27112020-034204/?&lang=pt-br
"Fadanelli, Vinícius Krüger Chalub",Termos de compromisso em processo administrativo sancionador da Comissão de Valores...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-18072017-080537/?&lang=pt-br
"Falcão, Diego Billi",Interlocking board: aspectos societários da interligação administrativa no direito...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-08012014-084713/?&lang=pt-br
"Fava, Marina Dubois",Aplicação das normas do CDC aos contratos interempresariais: a disciplina das cláusulas...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-01122010-154105/?&lang=pt-br
"Fernandes, André de Godoy","Meios de comunicação social no Brasil: promoção do pluralismo, direito concorrencial...",Direito Comercial,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-02122009-152713/?&lang=pt-br
"Ferreira, Ivo Bari",Invalidade de deliberações assembleares : sistematização doutrinária e análise j...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-03052021-010508/?&lang=pt-br
"Ferreira, Laila Cristina Duarte",Divulgação de informações no mercado de valores mobiliários brasileiro: a regulação...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-10012014-102009/?&lang=pt-br
"Ferreira, Mariana Martins Costa",Soluções contratuais para resolução de impasse : cláusulas buy or sell e opções de...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-18122020-133337/?&lang=pt-br
"Ferreira, Tiago Molina",Oferta pública de distribuição de valores mobiliários : o regime de registro obrigatório...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-25092020-161058/?&lang=pt-br
"Figueiredo, Natália de Lima",Poder da marca: interações entre direito antitruste e direito industrial,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11042016-134151/?&lang=pt-br
"Foss, Maria Carolina",Análise jurídica da promoção da inovaçâo tecnológica no setor brasileiro de tecnologias...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-06122016-104951/?&lang=pt-br
"Francisco, Alison Cleber",O regime da propriedade intelectual para a cana-de-açúcar,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-03102017-093951/?&lang=pt-br
"Francisco, Alison Cleber",Royalties de cultivares transgênicas: sua formação no plano nacional e internacional...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-14102010-163531/?&lang=pt-br
"Francisco, André Marques",Responsabilidade civil por infração da ordem econômica,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-08122014-091926/?&lang=pt-br
"Franco, Guilherme Melchior da Silva",Ofertas públicas de aquisição de ações obrigatórias : funções e disfunções,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-03052021-002531/?&lang=pt-br
"Franco, Gustavo Lacerda",A condução da sociedade em recuperação judicial : análise da solução brasileira à...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-02102020-004604/?&lang=pt-br
"Franco, Karin Klempp",A regulação da contratação internacional de transferência de tecnologia: perspectiva...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11112011-100327/?&lang=pt-br
"Franzoni, Diego Ricardo Camargo",Arbitragem societária: fundamentos para uma possível regulação,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-06112015-160316/?&lang=pt-br
"Fucci, Paulo Ruggiero",Concorrência no sistema financeiro nacional : um estudo crítico sobre a competência...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-06052021-013139/?&lang=pt-br
"Galvão, Luiz Antonio",Troca indireta de informações entre concorrentes: os limites do ilícito concorre...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-17092020-170014/?&lang=pt-br
"Garcia Junior, Mário","A caracterização da ""true sale"" nos fundos de investimento em direitos creditórios...",Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-28122020-151712/?&lang=pt-br
"Garcia, Alexandre Hildebrand",A redução do capital social (em companhias abertas e fechadas),Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-14102010-161707/?&lang=pt-br
"Gardino, Adriana Valéria Pugliesi",A falência e a preservação da empresa: compatibilidade?,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-19022013-102050/?&lang=pt-br
"Gazzaneo, Nathalie Leite",Interseções e limites entre a neutralidade da rede e a política de defesa da concorrência...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-09102020-164001/?&lang=pt-br
"Gemignani, Karina",A efetivação dos direitos societários nas companhias abertas brasileiras,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-22032021-234339/?&lang=pt-br
"Germanos, Roberto Pitaguari",Hedge funds: análise jurídica no direito brasileiro e comparado,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11112011-103414/?&lang=pt-br
"Gil, Fabio Coutinho de Alcantara",A onerosidade excessiva em contratos de engineering,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2007,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-24052011-143442/?&lang=pt-br
"Gonçalves, Priscila Brolio",A obrigatoriedade de contratar como sanção fundada no direito concorrencial bras...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21102010-081507/?&lang=pt-br
"Gonçalves, Victor Hugo Pereira","Titular de dados: memórias, esquecimentos e verdades",Direito Comercial,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-16032021-000331/?&lang=pt-br
"Grezzana, Giácomo Luiz Maria Oliveira",A natureza jurídica da cláusula de declarações e garantias em alienação de participação...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-10072020-141555/?&lang=pt-br
"Guazzelli, Tatiana Mello",Cédula de crédito bancário: aspectos jurídicos de sua negociação e proteção dos ...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-13022014-112150/?&lang=pt-br
"Guimarães, Luna Miranda de Oliveira",Investimentos sociais e direito da empresa,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-24072020-140237/?&lang=pt-br
"Haensel, Taimi",Os desafios da regulação do High Frequency Trading no Brasil - uma abordagem prudencial...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-11052021-141519/?&lang=pt-br
"Haensel, Taimi",A figura dos gatekeepers: aplicação às instituições intermediárias do mercado organizado...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-04032015-083153/?&lang=pt-br
"Hatanaka, Alex Sandro",Disciplina jurídica do insider trading: o critério da relevância da informação,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-11092020-014439/?&lang=pt-br
"Henriques, Vitor dos Santos",Deveres e responsabilidades dos auditores independentes nas operações de incorporação...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-12022014-141631/?&lang=pt-br
"Hong, Stephanie Sung A",Fundos de índice (exchange - traded funds): estrutura e aspectos jurídicos,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-17092020-173246/?&lang=pt-br
"Horta, Francisco Luiz Peduto",Apontamentos sobre a desmaterialização dos títulos de crédito à luz da célula de...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-12122014-080815/?&lang=pt-br
"Iacomini, Marcello Pietro",Estabelecimento empresarial: negócios jurídicos pertinentes,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-16082011-162044/?&lang=pt-br
"Iglesias, Felipe Campana Padin",Opção de compra ou venda de ações no direito brasileiro: natureza jurídica e tutela...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21082012-112205/?&lang=pt-br
"Ishida, Jéssica Satie",Licenciamento de patentes essenciais a um padrão técnico: aplicabilidade de doutrina...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-20082020-161324/?&lang=pt-br
"Jacunskas, Gustavo Pontes",A extensão de efeitos da falência a terceiros,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-11092020-143633/?&lang=pt-br
"Jovanelle, Valquiria de Jesus",Aspectos jurídicos dos contratos eletrônicos,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-30102012-094950/?&lang=pt-br
"Kastanópoulos, Hércules Manfrinato",A interpretação e os reflexos das regras de governança nos contratos empresariai...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-05052021-225859/?&lang=pt-br
"Kilmar, Sofia Gavião",Patentes essenciais à implementação de standards: efeitos anticompetitivos e as soluções...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-17092020-173554/?&lang=pt-br
"Kirschbaum, Deborah","A recuperação judicial no Brasil: governança, financiamento extraconcursal e votação...",Direito Comercial,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-03062011-104905/?&lang=pt-br
"Langen, Julia Tamer",A Lei Modelo da UNCITRAL e a disciplina da insolvência transnacional no Brasil,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-04052021-161650/?&lang=pt-br
